shop_id,shop_url,shop_name,approval_status,first_seen_at,last_seen_at,raw_json,note
3206020,https://www.aliexpress.com/store/3206020,TARIN THOMAS Official Store,PENDING,2025-08-18 11:51:45.895410,2025-08-18 11:51:45.895410,"{""shop_id"": ""3206020"", ""shop_url"": ""https://www.aliexpress.com/store/3206020"", ""shop_name"": ""TARIN THOMAS Official Store""}",
900182,https://www.aliexpress.com/store/900182,NeoJewelry Crafts,PENDING,2025-08-18 11:51:47.469445,2025-08-18 11:51:47.469445,"{""shop_id"": ""900182"", ""shop_url"": ""https://www.aliexpress.com/store/900182"", ""shop_name"": ""NeoJewelry Crafts""}",
1102063726,https://www.aliexpress.com/store/1102063726,Nbeads Jewelry Making Discount Store,PENDING,2025-08-18 11:51:47.477681,2025-08-18 11:51:47.477681,"{""shop_id"": ""1102063726"", ""shop_url"": ""https://www.aliexpress.com/store/1102063726"", ""shop_name"": ""Nbeads Jewelry Making Discount Store""}",
1963165,https://www.aliexpress.com/store/1963165,SAUVOO Official Store,PENDING,2025-08-18 11:51:47.487839,2025-08-18 11:51:47.487839,"{""shop_id"": ""1963165"", ""shop_url"": ""https://www.aliexpress.com/store/1963165"", ""shop_name"": ""SAUVOO Official Store""}",
1102411749,https://www.aliexpress.com/store/1102411749,Exquisite Real Gold Plating Jewelry For Women Store,PENDING,2025-08-18 11:51:47.494894,2025-08-18 11:51:47.494894,"{""shop_id"": ""1102411749"", ""shop_url"": ""https://www.aliexpress.com/store/1102411749"", ""shop_name"": ""Exquisite Real Gold Plating Jewelry For Women Store""}",
1029050,https://www.aliexpress.com/store/1029050,EMBLAASK Official Store,PENDING,2025-08-18 11:51:47.498398,2025-08-18 11:51:47.498398,"{""shop_id"": ""1029050"", ""shop_url"": ""https://www.aliexpress.com/store/1029050"", ""shop_name"": ""EMBLAASK Official Store""}",
1102811886,https://www.aliexpress.com/store/1102811886,YUANZHIRUN Official Store,PENDING,2025-08-18 11:51:47.505093,2025-08-18 11:51:47.505093,"{""shop_id"": ""1102811886"", ""shop_url"": ""https://www.aliexpress.com/store/1102811886"", ""shop_name"": ""YUANZHIRUN Official Store""}",
132867,https://www.aliexpress.com/store/132867,wholesale factory store,PENDING,2025-08-18 11:51:47.507337,2025-08-18 11:51:47.507337,"{""shop_id"": ""132867"", ""shop_url"": ""https://www.aliexpress.com/store/132867"", ""shop_name"": ""wholesale factory store""}",
910932060,https://www.aliexpress.com/store/910932060,jewellery Parts Store,PENDING,2025-08-18 11:51:47.512789,2025-08-18 11:51:47.512789,"{""shop_id"": ""910932060"", ""shop_url"": ""https://www.aliexpress.com/store/910932060"", ""shop_name"": ""jewellery Parts Store""}",
1103743798,https://www.aliexpress.com/store/1103743798,Luksteel Official Store,PENDING,2025-08-18 11:51:47.516409,2025-08-18 11:51:47.516409,"{""shop_id"": ""1103743798"", ""shop_url"": ""https://www.aliexpress.com/store/1103743798"", ""shop_name"": ""Luksteel Official Store""}",
5889693,https://www.aliexpress.com/store/5889693,BeadEx Store,PENDING,2025-08-18 11:51:47.520721,2025-08-18 11:51:47.520721,"{""shop_id"": ""5889693"", ""shop_url"": ""https://www.aliexpress.com/store/5889693"", ""shop_name"": ""BeadEx Store""}",
3860044,https://www.aliexpress.com/store/3860044,AUSHIYA Jewelry Accessories Store,PENDING,2025-08-18 11:51:47.524952,2025-08-18 11:51:47.524952,"{""shop_id"": ""3860044"", ""shop_url"": ""https://www.aliexpress.com/store/3860044"", ""shop_name"": ""AUSHIYA Jewelry Accessories Store""}",
1102665328,https://www.aliexpress.com/store/1102665328,AgNuoNuo Store,PENDING,2025-08-18 11:51:47.530266,2025-08-18 11:51:47.530266,"{""shop_id"": ""1102665328"", ""shop_url"": ""https://www.aliexpress.com/store/1102665328"", ""shop_name"": ""AgNuoNuo Store""}",
538828,https://www.aliexpress.com/store/538828,onwear Official Store,PENDING,2025-08-18 11:51:49.061083,2025-08-18 11:51:49.061083,"{""shop_id"": ""538828"", ""shop_url"": ""https://www.aliexpress.com/store/538828"", ""shop_name"": ""onwear Official Store""}",
1949172,https://www.aliexpress.com/store/1949172,Art Cabochons Store,PENDING,2025-08-18 11:51:49.070854,2025-08-18 11:51:49.070854,"{""shop_id"": ""1949172"", ""shop_url"": ""https://www.aliexpress.com/store/1949172"", ""shop_name"": ""Art Cabochons Store""}",
